Latitude (deg), Longitude (deg), Altitude (m), Distance horizontal (m), Velocity forward (m/s), Velocity lateral (m/s), Velocity down (m/s), Speed horizontal (m/s), Heading (deg), Pitch (deg), Roll (deg), Slip angle (deg), Angular rate forward (deg/s), Angular rate lateral (deg/s), Angular rate down (deg/s), Angular rate Xv (deg/s), Angular rate Yv (deg/s), Angular rate Zv (deg/s), Acceleration forward (m/s²), Acceleration lateral (m/s²), Acceleration down (m/s²), Acceleration Xv (m/s²), Acceleration Yv (m/s²), Acceleration Zv (m/s²)
42.24152238, -83.56533582, 188.451, 2913.524, 4.62, -0.02, -0.13, 4.62, 151.946, 2.752, 1.272, -0.293, 0.37, 0.66, 0.35, 0.35, 0.67, 0.35, 0.030, 0.075, -9.905, 0.505, -0.145, -9.891
42.24151504, -83.56533052, 188.482, 2914.451, 4.64, -0.01, -0.13, 4.64, 151.908, 2.707, 1.316, -0.083, 0.18, 0.04, -0.37, 0.20, 0.04, -0.37, 0.155, -0.162, -9.514, 0.605, -0.380, -9.490
42.24150767, -83.56532518, 188.510, 2915.382, 4.66, -0.03, -0.13, 4.66, 151.904, 2.682, 1.293, -0.320, -0.15, 0.81, 0.30, -0.16, 0.82, 0.27, 0.060, -0.031, -10.087, 0.533, -0.258, -10.070
42.24150027, -83.56531980, 188.538, 2916.317, 4.69, -0.02, -0.13, 4.69, 151.902, 2.678, 1.249, -0.244, 0.30, -0.34, 0.03, 0.30, -0.34, 0.05, 0.029, -0.057, -9.730, 0.483, -0.269, -9.714
42.24149283, -83.56531441, 188.566, 2917.257, 4.71, -0.02, -0.11, 4.71, 151.886, 2.630, 1.214, -0.232, -0.47, -0.37, -0.27, -0.45, -0.37, -0.28, 0.130, -0.025, -9.723, 0.576, -0.231, -9.704
42.24148536, -83.56530897, 188.595, 2918.202, 4.73, -0.02, -0.12, 4.73, 151.913, 2.595, 1.156, -0.229, -0.02, 0.19, 0.18, -0.03, 0.19, 0.18, 0.044, 0.080, -9.742, 0.485, -0.116, -9.730
42.24147785, -83.56530352, 188.622, 2919.152, 4.76, -0.01, -0.12, 4.76, 151.897, 2.559, 1.175, -0.162, -0.08, 0.06, -0.54, -0.06, 0.05, -0.54, 0.143, -0.020, -9.858, 0.583, -0.222, -9.840
42.24147030, -83.56529804, 188.649, 2920.107, 4.79, -0.02, -0.12, 4.79, 151.920, 2.571, 1.165, -0.232, -0.04, -0.49, -0.12, -0.04, -0.49, -0.11, 0.086, 0.109, -9.708, 0.521, -0.088, -9.695
42.24146272, -83.56529254, 188.676, 2921.067, 4.81, -0.02, -0.12, 4.81, 151.914, 2.568, 1.191, -0.189, 0.73, -0.16, -0.01, 0.73, -0.15, 0.03, 0.203, -0.018, -9.703, 0.637, -0.220, -9.682
42.24145508, -83.56528700, 188.703, 2922.032, 4.84, -0.02, -0.14, 4.84, 151.938, 2.524, 1.221, -0.228, 0.91, -0.06, 0.05, 0.91, -0.06, 0.09, 0.102, 0.083, -9.939, 0.540, -0.128, -9.924
42.24144741, -83.56528145, 188.732, 2923.004, 4.87, -0.01, -0.12, 4.87, 151.935, 2.499, 1.291, -0.166, 0.26, 0.01, 0.47, 0.24, 0.02, 0.49, 0.235, 0.212, -9.762, 0.661, -0.008, -9.744
42.24143968, -83.56527586, 188.759, 2923.981, 4.90, -0.02, -0.12, 4.90, 151.938, 2.482, 1.334, -0.267, 0.56, 0.03, -0.23, 0.57, 0.03, -0.21, 0.195, -0.024, -9.447, 0.604, -0.243, -9.426
42.24143190, -83.56527025, 188.785, 2924.964, 4.93, -0.01, -0.13, 4.93, 151.951, 2.437, 1.419, -0.137, 0.61, -0.45, -0.28, 0.62, -0.46, -0.24, 0.113, -0.108, -9.800, 0.530, -0.351, -9.781
42.24142407, -83.56526459, 188.813, 2925.953, 4.96, -0.02, -0.14, 4.96, 151.949, 2.409, 1.475, -0.185, 0.18, -0.63, 0.27, 0.17, -0.62, 0.29, 0.153, -0.025, -10.138, 0.579, -0.286, -10.119
42.24141619, -83.56525890, 188.838, 2926.949, 4.99, -0.01, -0.12, 4.99, 151.953, 2.412, 1.509, -0.134, 0.62, 0.12, 0.06, 0.61, 0.13, 0.08, 0.142, 0.132, -10.039, 0.565, -0.132, -10.024
42.24140825, -83.56525319, 188.863, 2927.950, 5.02, -0.02, -0.12, 5.02, 151.958, 2.375, 1.541, -0.253, -1.09, 0.62, 0.45, -1.10, 0.63, 0.39, 0.194, -0.248, -10.091, 0.612, -0.519, -10.064
42.24140029, -83.56524740, 188.890, 2928.958, 5.05, -0.02, -0.12, 5.05, 151.972, 2.345, 1.403, -0.226, -0.35, -0.64, -0.22, -0.34, -0.64, -0.22, 0.187, 0.009, -10.034, 0.597, -0.236, -10.015
42.24139225, -83.56524158, 188.914, 2929.972, 5.09, -0.02, -0.12, 5.09, 151.977, 2.304, 1.330, -0.197, -0.27, 0.35, 0.59, -0.30, 0.36, 0.57, 0.185, -0.045, -9.873, 0.582, -0.274, -9.854
42.24138417, -83.56523572, 188.939, 2930.994, 5.12, -0.04, -0.11, 5.12, 152.008, 2.198, 1.209, -0.495, -0.87, -0.21, 0.28, -0.88, -0.20, 0.25, 0.169, -0.270, -9.528, 0.534, -0.470, -9.506
42.24137604, -83.56522982, 188.963, 2932.022, 5.16, -0.01, -0.11, 5.16, 152.008, 2.194, 1.029, -0.161, -0.29, -0.29, -0.24, -0.28, -0.30, -0.25, 0.238, 0.072, -9.482, 0.601, -0.098, -9.465
42.24136785, -83.56522388, 188.986, 2933.058, 5.20, -0.01, -0.10, 5.20, 152.046, 2.153, 0.982, -0.135, -0.15, -0.19, 0.18, -0.16, -0.19, 0.18, 0.180, 0.237, -10.029, 0.557, 0.065, -10.018
42.24135961, -83.56521791, 189.008, 2934.102, 5.24, -0.03, -0.12, 5.24, 152.061, 2.136, 0.873, -0.377, -0.62, -1.18, 0.13, -0.62, -1.18, 0.13, 0.192, 0.205, -9.084, 0.530, 0.067, -9.073
42.24135129, -83.56521192, 189.029, 2935.153, 5.27, 0.00, -0.11, 5.27, 152.056, 2.059, 0.870, -0.042, -0.18, -1.17, -0.80, -0.15, -1.18, -0.78, 0.183, -0.216, -10.266, 0.552, -0.372, -10.248
42.24134291, -83.56520591, 189.054, 2936.212, 5.31, -0.01, -0.10, 5.31, 152.082, 1.947, 0.936, -0.086, -0.42, -0.01, 0.04, -0.42, -0.01, 0.03, 0.077, -0.012, -9.232, 0.391, -0.162, -9.223
42.24133445, -83.56519985, 189.072, 2937.279, 5.36, -0.01, -0.08, 5.36, 152.081, 1.958, 0.942, -0.105, -0.92, -0.84, -0.47, -0.90, -0.84, -0.48, 0.211, -0.219, -9.769, 0.545, -0.380, -9.752
42.24132592, -83.56519374, 189.091, 2938.355, 5.40, 0.00, -0.08, 5.40, 152.080, 1.868, 0.968, -0.005, 0.40, 0.31, -0.34, 0.41, 0.31, -0.33, 0.127, 0.063, -9.599, 0.440, -0.099, -9.590
42.24131732, -83.56518759, 189.112, 2939.440, 5.44, -0.01, -0.09, 5.44, 152.085, 1.745, 0.977, -0.140, -0.56, -0.31, -0.09, -0.56, -0.32, -0.10, 0.025, -0.081, -9.475, 0.314, -0.242, -9.467
42.24130870, -83.56518138, 189.128, 2940.529, 5.46, -0.01, -0.08, 5.46, 152.082, 1.716, 0.953, -0.097, -0.35, -0.32, 0.23, -0.36, -0.32, 0.22, 0.065, -0.078, -10.022, 0.365, -0.244, -10.013
42.24130005, -83.56517515, 189.143, 2941.622, 5.47, -0.02, -0.07, 5.47, 152.118, 1.731, 0.886, -0.157, -0.04, 0.19, 0.32, -0.05, 0.19, 0.31, 0.056, 0.088, -9.515, 0.344, -0.059, -9.510
42.24129137, -83.56516891, 189.156, 2942.718, 5.49, -0.02, -0.07, 5.49, 152.126, 1.740, 0.871, -0.186, -0.14, 0.42, 0.09, -0.14, 0.42, 0.08, 0.064, -0.109, -9.639, 0.357, -0.255, -9.630
42.24128266, -83.56516264, 189.171, 2943.817, 5.50, -0.02, -0.07, 5.50, 152.149, 1.722, 0.857, -0.157, -0.22, 0.49, 0.01, -0.22, 0.49, -0.01, 0.064, -0.137, -9.912, 0.362, -0.286, -9.902
42.24127392, -83.56515635, 189.185, 2944.920, 5.53, -0.02, -0.08, 5.53, 152.153, 1.713, 0.840, -0.189, -0.95, -1.37, 0.36, -0.96, -1.37, 0.35, 0.073, -0.120, -10.028, 0.373, -0.267, -10.018
42.24126513, -83.56515002, 189.199, 2946.028, 5.56, -0.02, -0.08, 5.56, 152.168, 1.706, 0.823, -0.172, -0.40, -0.15, -0.21, -0.39, -0.15, -0.22, 0.141, -0.140, -9.859, 0.434, -0.281, -9.848
42.24125628, -83.56514366, 189.213, 2947.143, 5.59, -0.02, -0.07, 5.59, 152.191, 1.639, 0.856, -0.217, -1.30, 0.00, -0.41, -1.29, 0.00, -0.44, 0.266, -0.134, -9.767, 0.545, -0.280, -9.752
42.24124736, -83.56513726, 189.228, 2948.266, 5.63, -0.02, -0.08, 5.63, 152.223, 1.594, 0.845, -0.173, -0.53, -0.42, 0.32, -0.54, -0.42, 0.31, 0.182, 0.035, -9.955, 0.459, -0.111, -9.945
42.24123839, -83.56513082, 189.240, 2949.395, 5.66, -0.02, -0.05, 5.66, 152.244, 1.517, 0.884, -0.168, 0.88, 0.06, -0.19, 0.88, 0.06, -0.16, -0.017, -0.004, -10.117, 0.251, -0.160, -10.113
42.24122935, -83.56512437, 189.252, 2950.532, 5.70, -0.01, -0.06, 5.70, 152.267, 1.445, 1.036, -0.057, 1.65, -0.92, -0.10, 1.65, -0.92, -0.04, 0.267, 0.094, -9.787, 0.514, -0.083, -9.778
42.24122023, -83.56511787, 189.261, 2951.677, 5.74, -0.01, -0.05, 5.74, 152.298, 1.431, 1.119, -0.143, 0.12, -0.53, -0.03, 0.12, -0.53, -0.02, 0.141, 0.047, -10.039, 0.392, -0.149, -10.031
42.24121105, -83.56511132, 189.270, 2952.830, 5.79, -0.01, -0.03, 5.79, 152.319, 1.367, 1.165, -0.088, 1.86, 0.32, 0.01, 1.86, 0.33, 0.05, 0.224, 0.141, -8.971, 0.438, -0.041, -8.964
42.24120179, -83.56510476, 189.279, 2953.993, 5.83, -0.01, -0.05, 5.83, 152.338, 1.275, 1.264, -0.142, 0.57, -0.27, 0.72, 0.56, -0.25, 0.74, 0.262, -0.096, -10.228, 0.490, -0.321, -10.215
42.24119247, -83.56509810, 189.285, 2955.164, 5.88, -0.03, -0.04, 5.88, 152.379, 1.260, 1.259, -0.252, 0.08, -0.23, 0.30, 0.07, -0.23, 0.31, 0.100, 0.008, -9.709, 0.314, -0.205, -9.702
42.24118307, -83.56509141, 189.291, 2956.344, 5.92, -0.01, -0.03, 5.92, 152.436, 1.239, 1.259, -0.105, -0.09, -0.52, -0.36, -0.08, -0.53, -0.35, 0.341, 0.118, -10.152, 0.560, -0.105, -10.142
42.24117359, -83.56508470, 189.295, 2957.533, 5.96, -0.03, -0.02, 5.96, 152.462, 1.223, 1.291, -0.245, -0.81, 0.25, 0.55, -0.82, 0.26, 0.53, 0.099, -0.174, -10.093, 0.314, -0.401, -10.082
42.24116408, -83.56507794, 189.301, 2958.726, 5.97, -0.02, -0.03, 5.97, 152.498, 1.173, 1.263, -0.167, -0.44, -0.12, 0.03, -0.44, -0.12, 0.03, -0.068, -0.036, -9.909, 0.135, -0.254, -9.905
42.24115455, -83.56507120, 189.305, 2959.920, 5.96, -0.02, -0.03, 5.96, 152.533, 1.108, 1.280, -0.230, 0.00, -1.04, -0.03, 0.00, -1.04, -0.01, -0.049, -0.017, -9.953, 0.144, -0.239, -9.949
42.24114504, -83.56506448, 189.310, 2961.110, 5.94, -0.02, -0.02, 5.94, 152.577, 1.060, 1.267, -0.208, -0.08, 0.13, 0.19, -0.08, 0.14, 0.18, -0.130, 0.145, -10.077, 0.057, -0.078, -10.078
42.24113557, -83.56505780, 189.313, 2962.296, 5.92, -0.02, -0.03, 5.92, 152.612, 1.007, 1.272, -0.219, 0.61, -0.47, 0.23, 0.61, -0.46, 0.25, -0.029, 0.163, -9.554, 0.138, -0.049, -9.555
42.24112614, -83.56505115, 189.315, 2963.477, 5.89, -0.02, -0.01, 5.89, 152.635, 0.972, 1.283, -0.204, 0.41, -0.29, 0.12, 0.41, -0.29, 0.13, -0.180, 0.002, -9.972, -0.011, -0.222, -9.971
42.24111677, -83.56504454, 189.316, 2964.651, 5.85, -0.02, -0.01, 5.85, 152.662, 0.917, 1.261, -0.200, -0.11, -0.39, -0.05, -0.11, -0.39, -0.05, -0.318, 0.136, -9.307, -0.169, -0.069, -9.312
42.24110744, -83.56503799, 189.316, 2965.818, 5.82, -0.02, -0.01, 5.82, 152.690, 0.894, 1.235, -0.223, -0.39, -0.03, 0.32, -0.40, -0.02, 0.32, -0.101, 0.066, -10.011, 0.055, -0.150, -10.011
42.24109817, -83.56503148, 189.317, 2966.978, 5.78, -0.02, 0.01, 5.78, 152.733, 0.833, 1.203, -0.193, -0.84, -0.42, 0.52, -0.84, -0.41, 0.51, -0.154, 0.032, -9.399, -0.017, -0.165, -9.399
42.24108894, -83.56502502, 189.316, 2968.131, 5.76, -0.03, 0.01, 5.76, 152.765, 0.810, 1.193, -0.278, -0.59, 0.55, 0.49, -0.60, 0.56, 0.47, -0.176, -0.129, -9.789, -0.037, -0.333, -9.786
42.24107974, -83.56501858, 189.314, 2969.281, 5.74, -0.02, 0.00, 5.74, 152.806, 0.813, 1.182, -0.215, -0.36, 0.34, 0.18, -0.36, 0.34, 0.17, -0.098, -0.158, -9.696, 0.039, -0.358, -9.692
42.24107054, -83.56501216, 189.310, 2970.431, 5.76, -0.03, 0.01, 5.76, 152.842, 0.793, 1.200, -0.318, -0.35, -0.20, 0.75, -0.36, -0.19, 0.75, 0.064, 0.029, -9.721, 0.199, -0.175, -9.718
